word	freq	romanized
ชาวบ้าน	49496	ชาวบ้าน
ทอง	49495	ทอง
เจริญ	49494	เจริญ
เหล่านั้น	49493	เหล่านั้น
สงสัย	49492	สงสัย
ไล่	49491	ไล่
อธิบาย	49490	อธิบาย
สาย	49489	สาย
เพื่อนๆ	49488	เพื่อนๆ
กำหนด	49487	กำหนด
ปฏิบัติ	49486	ปฏิบัติ
นอก	49485	นอก
ตกใจ	49484	ตกใจ
กลิ่น	49483	กลิ่น
ธรรมชาติ	49482	ธรรมชาติ
ทุกข์	49481	ทุกข์
ขณะที่	49480	ขณะที่
ขนาด	49479	ขนาด
เฉพาะ	49478	เฉพาะ
เชิญ	49477	เชิญ
สม	49476	สม
เหตุการณ์	49475	เหตุการณ์
ผัก	49474	ผัก
ลืม	49473	ลืม
หยิบ	49472	หยิบ
แม่น้ำ	49471	แม่น้ำ
กรุง	49470	กรุง
งู	49469	งู
หมาป่า	49468	หมาป่า
ชี้	49467	ชี้
ชั่ว	49466	ชั่ว
ตื่น	49465	ตื่น
ยิง	49464	ยิง
เสื้อ	49463	เสื้อ
แบ่ง	49462	แบ่ง
ระดับ	49461	ระดับ
รับประทาน	49460	รับประทาน
สิ้น	49459	สิ้น
หลาน	49458	หลาน
กล้า	49457	กล้า
ฝูง	49456	ฝูง
ลำ	49455	ลำ
วรรณคดี	49454	วรรณคดี
ทั่ว	49453	ทั่ว
เกือบ	49452	เกือบ
เปล่า	49451	เปล่า
เหนือ	49450	เหนือ
ขนม	49449	ขนม
จ๊ะ	49448	จ๊ะ
สำเร็จ	49447	สำเร็จ
หนัก	49446	หนัก
ถนน	49445	ถนน
ประมาณ	49444	ประมาณ
พ้น	49443	พ้น
สวย	49442	สวย
คู่	49441	คู่
คุณพ่อ	49440	คุณพ่อ
รอบ	49439	รอบ
นิ่ง	49438	นิ่ง
ปัจจุบัน	49437	ปัจจุบัน
ขยาย	49436	ขยาย
บริเวณ	49435	บริเวณ
กลาย	49434	กลาย
ห้า	49433	ห้า
มากมาย	49432	มากมาย
ถวาย	49431	ถวาย
บาท	49430	บาท
ไหล	49429	ไหล
นับ	49428	นับ
อาการ	49427	อาการ
หน่อย	49426	หน่อย
อ้าย	49425	อ้าย
ที่ไหน	49424	ที่ไหน
ผู้ฟัง	49423	ผู้ฟัง
กัด	49422	กัด
แหละ	49421	แหละ
ตรัส	49420	ตรัส
แก้	49419	แก้
ทั้งปวง	49418	ทั้งปวง
จนถึง	49417	จนถึง
กริยา	49416	กริยา
เฝ้า	49415	เฝ้า
ยาม	49414	ยาม
ลอง	49413	ลอง
อา	49412	อา
หมู่	49411	หมู่
ชัดเจน	49410	ชัดเจน
ร้อย	49409	ร้อย
อ่อน	49408	อ่อน
บัดนี้	49407	บัดนี้
ปิด	49406	ปิด
หวัง	49405	หวัง
เรื่องราว	49404	เรื่องราว
แมว	49403	แมว
อากาศ	49402	อากาศ
เก่ง	49401	เก่ง
พื้น	49400	พื้น
โรง	49399	โรง
พม่า	49398	พม่า
มหา	49397	มหา
สะอาด	49396	สะอาด
เก่า	49395	เก่า
เรียบร้อย	49394	เรียบร้อย
รบ	49393	รบ
ไข่	49392	ไข่
เลิก	49391	เลิก
กระโดด	49390	กระโดด
ลำดับ	49389	ลำดับ
ปลาย	49388	ปลาย
แก้ว	49387	แก้ว
โปรด	49386	โปรด
ประพันธ์	49385	ประพันธ์
ภาค	49384	ภาค
คอ	49383	คอ
จ้ะ	49382	จ้ะ
หนุ่ม	49381	หนุ่ม
ผูก	49380	ผูก
ซ้ำ	49379	ซ้ำ
ละคร	49378	ละคร
แทบ	49377	แทบ
ทั่วไป	49376	ทั่วไป
อารมณ์	49375	อารมณ์
โต๊ะ	49374	โต๊ะ
ภรรยา	49373	ภรรยา
ทูล	49372	ทูล
สำนวน	49371	สำนวน
หมอ	49370	หมอ
กา	49369	กา
ริม	49368	ริม
อันตราย	49367	อันตราย
ปลาวาฬ	49366	ปลาวาฬ
เตรียม	49365	เตรียม
เล่ม	49364	เล่ม
หู	49363	หู
แจ้ง	49362	แจ้ง
กระต่าย	49361	กระต่าย
กลับบ้าน	49360	กลับบ้าน
ยินดี	49359	ยินดี
ค่ำ	49358	ค่ำ
วันที่	49357	วันที่
ร้าย	49356	ร้าย
ข่าว	49355	ข่าว
โทษ	49354	โทษ
ได้แก่	49353	ได้แก่
ธรรม	49352	ธรรม
หลวง	49351	หลวง
ปัญญา	49350	ปัญญา
เพิ่ม	49349	เพิ่ม
ทั้งหมด	49348	ทั้งหมด
พยางค์	49347	พยางค์
พิเศษ	49346	พิเศษ
ไร่	49345	ไร่
คัน	49344	คัน
จีน	49343	จีน
ร้องไห้	49342	ร้องไห้
ท่า	49341	ท่า
เมีย	49340	เมีย
จังหวัด	49339	จังหวัด
ลอย	49338	ลอย
เอ๋ย	49337	เอ๋ย
ย่า	49336	ย่า
คุย	49335	คุย
บ้านเมือง	49334	บ้านเมือง
ประธาน	49333	ประธาน
ท่าทาง	49332	ท่าทาง
ธรรมดา	49331	ธรรมดา
ชน	49330	ชน
ผู้เขียน	49329	ผู้เขียน
เสนอ	49328	เสนอ
รัง	49327	รัง
ท้าย	49326	ท้าย
แตก	49325	แตก
ขับ	49324	ขับ
มิใช่	49323	มิใช่
ยอด	49322	ยอด
คำพูด	49321	คำพูด
ประ	49320	ประ
ประกาศ	49319	ประกาศ
สถานที่	49318	สถานที่
พัฒนา	49317	พัฒนา
ปกติ	49316	ปกติ
ศีรษะ	49315	ศีรษะ
คล้าย	49314	คล้าย
สนทนา	49313	สนทนา
เหมาะสม	49312	เหมาะสม
ท้อง	49311	ท้อง
เสียก่อน	49310	เสียก่อน
ดูแล	49309	ดูแล
เอย	49308	เอย
ศรี	49307	ศรี
หอม	49306	หอม
ฝั่ง	49305	ฝั่ง
ฟ้า	49304	ฟ้า
เรียง	49303	เรียง
ไม่ค่อย	49302	ไม่ค่อย
ราคา	49301	ราคา
ก็ตาม	49300	ก็ตาม
กี่	49299	กี่
นั้นๆ	49298	นั้นๆ
ก็ดี	49297	ก็ดี
ฟัน	49296	ฟัน
พอดี	49295	พอดี
สมเด็จ	49294	สมเด็จ
แนะนำ	49293	แนะนำ
สุด	49292	สุด
เกวียน	49291	เกวียน
แปลก	49290	แปลก
พระเจ้า	49289	พระเจ้า
แปล	49288	แปล
ไหว้	49287	ไหว้
ค่อย	49286	ค่อย
ต่อสู้	49285	ต่อสู้
ในที่สุด	49284	ในที่สุด
นิสัย	49283	นิสัย
บันทึก	49282	บันทึก
เล็กน้อย	49281	เล็กน้อย
หาง	49280	หาง
ฝาก	49279	ฝาก
แห้ง	49278	แห้ง
กระดาษ	49277	กระดาษ
เหนื่อย	49276	เหนื่อย
ตกลง	49275	ตกลง
ช่วยเหลือ	49274	ช่วยเหลือ
ลำบาก	49273	ลำบาก
เคารพ	49272	เคารพ
ภายใน	49271	ภายใน
แสน	49270	แสน
คุณย่า	49269	คุณย่า
แยก	49268	แยก
เมืองไทย	49267	เมืองไทย
กู	49266	กู
คิดเห็น	49265	คิดเห็น
สื่อ	49264	สื่อ
สงสาร	49263	สงสาร
หมู	49262	หมู
อังกฤษ	49261	อังกฤษ
ก๋ง	49260	ก๋ง
คิดถึง	49259	คิดถึง
คุณครู	49258	คุณครู
ดื่ม	49257	ดื่ม
ราชการ	49256	ราชการ
บังคับ	49255	บังคับ
หิน	49254	หิน
คุณค่า	49253	คุณค่า
ทน	49252	ทน
ดิฉัน	49251	ดิฉัน
เขียว	49250	เขียว
ครัว	49249	ครัว
ฉลาด	49248	ฉลาด
อำนาจ	49247	อำนาจ
แถว	49246	แถว
กล่าวถึง	49245	กล่าวถึง
กลอน	49244	กลอน
เหลือเกิน	49243	เหลือเกิน
คุณปู่	49242	คุณปู่
ระวัง	49241	ระวัง
กะ	49240	กะ
ข้าม	49239	ข้าม
เพิ่ง	49238	เพิ่ง
วิธีการ	49237	วิธีการ
วรรณยุกต์	49236	วรรณยุกต์
กษัตริย์	49235	กษัตริย์
คณะ	49234	คณะ
นั่นเอง	49233	นั่นเอง
กรรม	49232	กรรม
กลางคืน	49231	กลางคืน
โบราณ	49230	โบราณ
แต่งตัว	49229	แต่งตัว
ค่อยๆ	49228	ค่อยๆ
จิต	49227	จิต
ตลาด	49226	ตลาด
ประสงค์	49225	ประสงค์
ดำเนิน	49224	ดำเนิน
ระยะ	49223	ระยะ
ขอรับ	49222	ขอรับ
อักษร	49221	อักษร
ใกล้ๆ	49220	ใกล้ๆ
ล้วน	49219	ล้วน
ฤดู	49218	ฤดู
โรค	49217	โรค
ถิ่น	49216	ถิ่น
พี่น้อง	49215	พี่น้อง
สุดท้าย	49214	สุดท้าย
กุมาร	49213	กุมาร
ยังไง	49212	ยังไง
กล้วย	49211	กล้วย
ฝีมือ	49210	ฝีมือ
ผี	49209	ผี
รุ่ง	49208	รุ่ง
เอ็ง	49207	เอ็ง
แผ่นดิน	49206	แผ่นดิน
ผู้นั้น	49205	ผู้นั้น
แล่น	49204	แล่น
แสง	49203	แสง
บ่น	49202	บ่น
ป้า	49201	ป้า
ขอบคุณ	49200	ขอบคุณ
สวม	49200	สวม
เชิง	49199	เชิง
กาย	49198	กาย
ตัก	49197	ตัก
จุด	49196	จุด
ปู่	49195	ปู่
ผู้ชาย	49194	ผู้ชาย
รูปร่าง	49193	รูปร่าง
สิ	49192	สิ
เชือก	49191	เชือก
สะดวก	49190	สะดวก
จิตใจ	49189	จิตใจ
เนื้อหา	49188	เนื้อหา
แท้	49187	แท้
ทั้งนี้	49186	ทั้งนี้
เกรง	49185	เกรง
กลางวัน	49184	กลางวัน
แขน	49183	แขน
ฉะนั้น	49182	ฉะนั้น
ต่ำ	49181	ต่ำ
พระทัย	49180	พระทัย
พืช	49179	พืช
ญาติ	49178	ญาติ
ตำแหน่ง	49177	ตำแหน่ง
บาลี	49176	บาลี
ลาน	49175	ลาน
หนัง	49174	หนัง
พัด	49173	พัด
ศัพท์	49172	ศัพท์
ห้าม	49171	ห้าม
กิริยา	49170	กิริยา
ขี่	49169	ขี่
พัน	49168	พัน
หอย	49167	หอย
ภัย	49166	ภัย
สนิท	49165	สนิท
คำถาม	49164	คำถาม
ฐานะ	49163	ฐานะ
สงคราม	49162	สงคราม
สืบ	49161	สืบ
ศาสนา	49160	ศาสนา
เดี๋ยวนี้	49159	เดี๋ยวนี้
เป็นอันมาก	49158	เป็นอันมาก
ไพเราะ	49157	ไพเราะ
ตื่นเต้น	49156	ตื่นเต้น
ทั้งนั้น	49155	ทั้งนั้น
ลิง	49154	ลิง
เส้น	49153	เส้น
โคลง	49152	โคลง
โดยเฉพาะ	49151	โดยเฉพาะ
หัวหน้า	49150	หัวหน้า
อก	49149	อก
เอ่ย	49148	เอ่ย
เสียใจ	49147	เสียใจ
แตกต่าง	49146	แตกต่าง
ยักษ์	49145	ยักษ์
ระเบียบ	49144	ระเบียบ
ดวง	49143	ดวง
ทรรศนะ	49142	ทรรศนะ
อนุญาต	49141	อนุญาต
อด	49140	อด
วัฒนธรรม	49139	วัฒนธรรม
ข้อมูล	49138	ข้อมูล
สินค้า	49137	สินค้า
ประเพณี	49136	ประเพณี
ล้ม	49135	ล้ม
ก้ม	49134	ก้ม
หัก	49133	หัก
เปลี่ยนแปลง	49132	เปลี่ยนแปลง
แน่นอน	49131	แน่นอน
กราบ	49130	กราบ
หิว	49129	หิว
พร้อมกับ	49128	พร้อมกับ
วัย	49127	วัย
สั้น	49126	สั้น
สุภาพ	49125	สุภาพ
ครึ่ง	49124	ครึ่ง
ชาวนา	49123	ชาวนา
ป้องกัน	49122	ป้องกัน
สรรพนาม	49121	สรรพนาม
สรุป	49120	สรุป
ผู้คน	49119	ผู้คน
สงบ	49118	สงบ
ข้างหน้า	49117	ข้างหน้า
ติดต่อ	49116	ติดต่อ
ร่างกาย	49115	ร่างกาย
เหมือนกับ	49114	เหมือนกับ
ทิศ	49113	ทิศ
นคร	49112	นคร
ห่าง	49111	ห่าง
ตำบล	49110	ตำบล
เหมาะ	49109	เหมาะ
แผ่น	49108	แผ่น
ไร	49107	ไร
สายตา	49106	สายตา
เจ็บ	49105	เจ็บ
ราวกับ	49104	ราวกับ
ห่อ	49103	ห่อ
เดี๋ยว	49102	เดี๋ยว
หก	49101	หก
เบาๆ	49100	เบาๆ
จนกระทั่ง	49099	จนกระทั่ง
ทราย	49098	ทราย
หัวใจ	49097	หัวใจ
อาทิตย์	49096	อาทิตย์
ทำลาย	49095	ทำลาย
หมายความ	49094	หมายความ
นับถือ	49093	นับถือ
บ่อยๆ	49092	บ่อยๆ
ย่อ	49091	ย่อ
หากิน	49090	หากิน
เลือด	49089	เลือด
กวาง	49088	กวาง
ทุ่ง	49087	ทุ่ง
บูชา	49086	บูชา
ล้าง	49085	ล้าง
สันสกฤต	49084	สันสกฤต
บุญ	49083	บุญ
ร่าง	49082	ร่าง
ชัก	49081	ชัก
รวดเร็ว	49080	รวดเร็ว
สมควร	49079	สมควร
สัญญา	49078	สัญญา
ขณะ	49077	ขณะ
ภายหลัง	49076	ภายหลัง
ประชาชน	49075	ประชาชน
ประเด็น	49074	ประเด็น
หนาว	49073	หนาว
กระเป๋า	49072	กระเป๋า
ปรารถนา	49071	ปรารถนา
นม	49070	นม
กิ่ง	49069	กิ่ง
ผลไม้	49068	ผลไม้
หลังจาก	49067	หลังจาก
ปืน	49066	ปืน
เพราะฉะนั้น	49065	เพราะฉะนั้น
ไอ้	49064	ไอ้
ทำเป็น	49063	ทำเป็น
จด	49062	จด
พิธี	49061	พิธี
แดด	49060	แดด
ครู่	49059	ครู่
ตัวละคร	49058	ตัวละคร
กรุณา	49057	กรุณา
ลูกชาย	49056	ลูกชาย
วิเศษ	49055	วิเศษ
กว้าง	49054	กว้าง
สัมผัส	49053	สัมผัส
เมตตา	49052	เมตตา
ศัตรู	49051	ศัตรู
