word	freq	pinyin
橄榄油	79094	ganlanyou
冬瓜	78776	donggua
汽车零部件	78561	qichelingbujian
防治	78390	fangzhi
右键	78178	youjian
果后	77813	guohou
服务器端	77716	fuwuqiduan
辐射	76581	fushe
推车	76208	tuiche
中国二手车城	76033	zhongguoershouchecheng
蒙迪欧	75946	mengdiou
生命周期	75450	shengmingzhouqi
类名	75082	leiming
优先级	74722	youxianji
韭菜	74374	jiucai
纯净水	73812	chunjingshui
狗肉	72864	gourou
甘露	71746	ganlu
生物	71512	shengwu
吸收	71373	xishou
敏感	70913	mingan
药物	70709	yaowu
冰点	70573	bingdian
豆芽	70507	douya
官网	70371	guanwang
人民医院	70179	renminyiyuan
上传	70154	shangchuan
释迦	69944	shijia
成员变量	69011	chengyuanbianliang
比萨	68765	bisa
迭代	68601	diedai
熄火	68504	xihuo
程序运行	68230	chengxuyunxing
糖水	68043	tangshui
服务端	67774	fuwuduan
前保	67741	qianbao
根目录	67524	genmulu
部位	67422	buwei
康复	67120	kangfu
链表	66938	lianbiao
胡萝卜素	66636	huluobosu
排放标准	66601	paifangbiaozhun
香草	66497	xiangcao
文件系统	66436	wenjianxitong
藏宝	66341	cangbao
泡菜	66243	paocai
自杀	66113	zisha
营养	65702	yingyang
野马	65462	yema
流行	65209	liuxing
开发人员	65181	kaifarenyuan
斯柯达	65091	sikeda
铁观音	64823	tieguanyin
如虎	64744	ruhu
嵌套	64184	qiantao
高压	64018	gaoya
全局变量	63739	quanjubianliang
医疗机构	63233	yiliaojigou
鱼头	63089	yutou
野猫	63065	yemao
鲜奶	62845	xiannai
毛泽东	62678	maozedong
盐酸	62337	yansuan
尾灯	61438	weideng
油条	61357	youtiao
叶酸	61269	yesuan
内存空间	60492	neicunkongjian
诺亚	60479	nuoya
虾米	60446	xiami
版本号	60417	banbenhao
下载地址	60323	xiazaidizhi
急救	59974	jijiu
后缀	59794	houzhui
防腐剂	59724	fangfuji
构造方法	59504	gouzaofangfa
胡锦涛	59429	hujintao
稻谷	59325	daogu
残疾人	59094	canjiren
结点	58686	jiedian
源文件	58200	yuanwenjian
宠物狗	57875	chongwugou
局部变量	57599	jububianliang
一丁不识	57111	yidingbushi
一丁点儿	57110	yidingdianer
一不小心	57109	yibuxiaoxin
一不扭众	57108	yibuniuzhong
一专多能	57107	yizhuanduoneng
一丘之貉	57106	yiqiuzhihe
一丝不差	57105	yisibucha
一丝不挂	57104	yisibugua
一丝不紊	57103	yisibuwen
一丝不苟	57102	yisibugou
一个	57101	yige
一个劲	57100	yigejin
一个半个	57099	yigebange
一个巴掌拍不响	57098	yigebazhangpaibuxiang
粤菜	57098	yuecai
一个心眼	57097	yigexinyan
一个心眼儿	57096	yigexinyaner
一个萝卜一个坑	57095	yigeluoboyigekeng
一举万里	57094	yijuwanli
一举两得	57093	yijuliangde
一之为甚	57092	yizhiweishen
一之已甚	57091	yizhiyishen
一之谓甚	57090	yizhiweishen
一乱涂地	57089	yiluantudi
一了	57088	yiliao
母狗	57087	mugou
一了百了	57087	yiliaobailiao
一了百当	57086	yiliaobaidang
一争高低	57085	yizhenggaodi
一事不知	57084	yishibuzhi
一事无成	57083	yishiwucheng
一五一十	57082	yiwuyishi
一些	57081	yixie
一些半些	57080	yixiebanxie
一人做事一人当	57079	yirenzuoshiyirendang
一人有庆	57078	yirenyouqing
一仆二主	57077	yipuerzhu
磷脂	57076	linzhi
一介不取	57076	yijiebuqu
一介不苟	57075	yijiebugou
一代	57074	yidai
一代不如一代	57073	yidaiburuyidai
一代楷模	57072	yidaikaimo
一代风流	57071	yidaifengliu
一令纸	57070	yilingzhi
一以当十	57069	yiyidangshi
一以当百	57068	yiyidangbai
一任	57067	yiren
一份	57066	yifen
一伙儿	57065	yihuoer
一会	57064	yihui
一会儿	57063	yihuier
一似	57062	yisi
一体	57061	yiti
一体两面	57060	yitiliangmian
一体同心	57059	yititongxin
一佛出世	57058	yifochushi
一侧	57057	yice
一倍	57056	yibei
一倡一和	57055	yichangyihe
一倡三叹	57054	yichangsantan
一倡百和	57053	yichangbaihe
一偏之见	57052	yipianzhijian
一偏之论	57051	yipianzhilun
一元化	57050	yiyuanhua
一元大武	57049	yiyuandawu
一元论	57048	yiyuanlun
一共	57047	yigong
一出戏	57046	yichuxi
一刀两断	57045	yidaoliangduan
一刀切	57044	yidaoqie
一分	57043	yifen
一分一毫	57042	yifenyihao
一分为二	57041	yifenweier
一分子	57040	yifenzi
一分子甲烷	57039	yifenzijiawan
一分钟	57038	yifenzhong
一切	57037	yiqie
一切万物	57036	yiqiewanwu
一切众生	57035	yiqiezhongsheng
一刹那	57034	yichana
一剑之任	57033	yijianzhiren
一副	57032	yifu
一力承当	57031	yilichengdang
一动不动	57030	yidongbudong
一动不如一静	57029	yidongburuyijing
一劳永逸	57028	yilaoyongyi
一包在内	57027	yibaozainei
一匡九合	57026	yikuangjiuhe
一匹	57025	yipi
一匹马	57024	yipima
一十八层地狱	57023	yishibacengdiyu
一半	57022	yiban
一卧不起	57021	yiwobuqi
一卷	57020	yijuan
一厢情愿	57019	yixiangqingyuan
一去不复返	57018	yiqubufufan
一双两好	57017	yishuanglianghao
一反其道	57016	yifanqidao
一发	57015	yifa
一发千钧	57014	yifaqianjun
一口两匙	57013	yikouliangchi
一口同声	57012	yikoutongsheng
一口同音	57011	yikoutongyin
一口吸尽西江水	57010	yikouxijinxijiangshui
一口咬定	57009	yikouyaoding
一口气	57008	yikouqi
一句话	57007	yijuhua
一只	57006	yizhi
一叶扁舟	57005	yiyepianzhou
一叶报秋	57004	yiyebaoqiu
一叶知秋	57003	yiyezhiqiu
一叶落知天下秋	57002	yiyeluozhitianxiaqiu
一叶迷山	57001	yiyemishan
一叶障目	57000	yiyezhangmu
一号	56999	yihao
一同	56998	yitong
一吐为快	56997	yituweikuai
一向	56996	yixiang
一呵而就	56995	yiheerjiu
一呼再喏	56994	yihuzainuo
一呼百应	56993	yihubaiying
一命呜呼	56992	yimingwuhu
一品红	56991	yipinhong
一哄而上	56990	yihongershang
一哄而散	56989	yihongersan
一哄而起	56988	yihongerqi
一哭二闹	56987	yikuernao
一唱一和	56986	yichangyihe
一唱百和	56985	yichangbaihe
一喷一醒	56984	yipenyixing
一回儿	56983	yihuier
一团和气	56982	yituanheqi
一场	56981	yichang
一场春梦	56980	yichangchunmeng
一场梦	56979	yichangmeng
一场空	56978	yichangkong
一场雨	56977	yichangyu
一坐尽倾	56976	yizuojinqing
一坐尽惊	56975	yizuojinjing
一块石头落了地	56974	yikuaishitouluoledi
一块石头落地	56973	yikuaishitouluodi
一塌糊涂	56972	yitahutu
一声不吭	56971	yishengbukeng
一声不响	56970	yishengbuxiang
一夔一契	56969	yikuiyiqi
一夕一朝	56968	yixiyizhao
一夕之间	56967	yixizhijian
一多半	56966	yiduoban
一夜情	56965	yiyeqing
一夜走红	56964	yiyezouhong
一大半	56963	yidaban
一大堆	56962	yidadui
一大批	56961	yidapi
一大把	56960	yidaba
一大早	56959	yidazao
一天一地	56958	yitianyidi
一天星斗	56957	yitianxingdou
一夫一妻制	56956	yifuyiqizhi
一夫之勇	56955	yifuzhiyong
一夫之用	56954	yifuzhiyong
一夫当关	56953	yifudangguan
一头	56952	yitou
一头热	56951	yitoure
一如既往	56950	yirujiwang
一孔不达	56949	yikongbuda
一孔之见	56948	yikongzhijian
一字一句	56947	yiziyiju
一字不易	56946	yizibuyi
一字不苟	56945	yizibugou
一字长城	56944	yizichangcheng
一字长蛇阵	56943	yizichangshezhen
一定	56942	yiding
一定不易	56941	yidingbuyi
一定不移	56940	yidingbuyi
一客不烦二主	56939	yikebufanerzhu
一家	56938	yijia
一家一户	56937	yijiayihu
一家一火	56936	yijiayihuo
一家一计	56935	yijiayiji
一家之主	56934	yijiazhizhu
一家之作	56933	yijiazhizuo
一家之学	56932	yijiazhixue
一家之言	56931	yijiazhiyan
一家之计	56930	yijiazhiji
一家之辞	56929	yijiazhici
一家人	56928	yijiaren
一家子	56927	yijiazi
一家无二	56926	yijiawuer
一家眷属	56925	yijiajuanshu
一家老小	56924	yijialaoxiao
一宿	56923	yixiu
一射之地	56922	yishezhidi
一小撮	56921	yixiaocuo
一尘不到	56920	yichenbudao
一尘不染	56919	yichenburan
一尘不缁	56918	yichenbuzi
一尺水十丈波	56917	yichishuishizhangbo
一尺水翻腾做一丈波	56916	yichishuifantengzuoyizhangbo
一尺水翻腾做百丈波	56915	yichishuifantengzuobaizhangbo
一山不藏二虎	56914	yishanbucangerhu
一岁载赦	56913	yisuizaishe
一差两讹	56912	yichaliange
一差二悮	56911	yichaerwu
一差二误	56910	yichaerwu
一差二错	56909	yichaercuo
一差半错	56908	yichabancuo
一己之见	56907	yijizhijian
一帆顺风	56906	yifanshunfeng
一帆风顺	56905	yifanfengshun
一席之地	56904	yixizhidi
一席谈	56903	yixitan
一幕	56902	yimu
一干	56901	yigan
一干二净	56900	yiganerjing
一干人犯	56899	yiganrenfan
一年一度	56898	yinianyidu
一年到头	56897	yiniandaotou
一年半载	56896	yinianbanzai
一年级	56895	yinianji
一并	56894	yibing
一床两好	56893	yichuanglianghao
一床锦被遮盖	56892	yichuangjinbeizhegai
一应	56891	yiying
一应俱全	56890	yiyingjuquan
一度	56889	yidu
一弹指顷	56888	yitanzhiqing
一彻万融	56887	yichewanrong
一得	56886	yide
一得之功	56885	yidezhigong
一得之愚	56884	yidezhiyu
一得之见	56883	yidezhijian
一心一意	56882	yixinyiyi
一心同体	56881	yixintongti
一心同功	56880	yixintonggong
一心同归	56879	yixintonggui
一心向往	56878	yixinxiangwang
一念之差	56877	yinianzhicha
一念之间	56876	yinianzhijian
一怒之下	56875	yinuzhixia
一怔	56874	yizheng
一息奄奄	56873	yixiyanyan
一意孤行	56872	yiyiguxing
一成	56871	yicheng
一成不变	56870	yichengbubian
一成不易	56869	yichengbuyi
一扎	56868	yiza
一打	56867	yida
一扫而光	56866	yisaoerguang
一扫而空	56865	yisaoerkong
一技之长	56864	yijizhichang
一把子	56863	yibazi
一把手	56862	yibashou
一把抓	56861	yibazhua
一把死拿	56860	yibasina
一把钥匙开一把锁	56859	yibayaoshikaiyibasuo
一抔黄沙	56858	yipouhuangsha
一报还一报	56857	yibaohuanyibao
一抹黑	56856	yimohei
一拍即合	56855	yipaijihe
一拥而上	56854	yiyongershang
一掊土	56853	yipoutu
一掷百万	56852	yizhibaiwan
一撮	56851	yizuo
一支半节	56850	yizhibanjie
一改	56849	yigai
一整套	56848	yizhengtao
一文不值	56847	yiwenbuzhi
一文不名	56846	yiwenbuming
一文钱难倒英雄汉	56845	yiwenqiannandaoyingxionghan
一方之任	56844	yifangzhiren
一方面	56843	yifangmian
一无可取	56842	yiwukequ
一无所得	56841	yiwusuode
一无所有	56840	yiwusuoyou
一无所知	56839	yiwusuozhi
一无所能	56838	yiwusuoneng
一无所见	56837	yiwusuojian
一无所长	56836	yiwusuochang
一无是处	56835	yiwushichu
一无长物	56834	yiwuchangwu
一日万几	56833	yiriwanji
一日万机	56832	yiriwanji
一日万里	56831	yiriwanli
一日三省	56830	yirisanxing
一日三秋	56829	yirisanqiu
一日之长	56828	yirizhichang
一旦	56827	yidan
一时一刻	56826	yishiyike
一时伯仲	56825	yishibozhong
一时千载	56824	yishiqianzai
一时半会儿	56823	yishibanhuier
一时得逞	56822	yishidecheng
一时疏忽	56821	yishishuhu
一时间	56820	yishijian
一星儿	56819	yixinger
一星半点儿	56818	yixingbandianer
一显身手	56817	yixianshenshou
一晃	56816	yihuang
一暝不视	56815	yimingbushi
一暴十寒	56814	yipushihan
一曝十寒	56813	yipushihan
一曲阳关	56812	yiquyangguan
一月	56811	yiyue
一服	56810	yifu
一服药	56809	yifuyao
一望无垠	56808	yiwangwuyin
一望无涯	56807	yiwangwuya
一望无际	56806	yiwangwuji
一望而知	56805	yiwangerzhi
一朝	56804	yizhao
一朝一夕	56803	yizhaoyixi
一朝之忿	56802	yizhaozhifen
一朝之患	56801	yizhaozhihuan
一朝千里	56800	yizhaoqianli
一朝天子一朝臣	56799	yichaotianziyichaochen
一期	56798	yiqi
一木难支	56797	yimunanzhi
一本万利	56796	yibenwanli
一本正经	56795	yibenzhengjing
一条	56794	yitiao
一条心	56793	yitiaoxin
一条龙	56792	yitiaolong
一枕南柯	56791	yizhennanke
一枝一栖	56790	yizhiyiqi
一枝一节	56789	yizhiyijie
一枝之栖	56788	yizhizhiqi
一枝香	56787	yizhixiang
一栖两雄	56786	yiqiliangxiong
一梦华胥	56785	yimenghuaxu
一棍子打死	56784	yigunzidasi
一棒一条痕	56783	yibangyitiaohen
一概而论	56782	yigaierlun
一榻横陈	56781	yitahengchen
一模一样	56780	yimuyiyang
一模二样	56779	yimoeryang
一步一个脚印	56777	yibuyigejiaoyin
一步一步	56776	yibuyibu
一步一趋	56775	yibuyiqu
一步步	56774	yibubu
一步步地	56773	yibubude
一死了之	56772	yisiliaozhi
一毛不拔	56771	yimaobuba
一毫不差	56770	yihaobucha
一毫不染	56769	yihaoburan
一毫不苟	56768	yihaobugou
一民同俗	56767	yimintongsu
一气之下	56766	yiqizhixia
一气呵成	56765	yiqihecheng
一氧化碳	56764	yiyanghuatan
一沓纸	56763	yidazhi
一沓钞票	56762	yidachaopiao
一波万波	56761	yibowanbo
一波三折	56760	yibosanzhe
一波才动万波随	56759	yibocaidongwanbosui
一泻万里	56758	yixiewanli
一泻千里	56757	yixieqianli
一派胡言	56756	yipaihuyan
一派胡言乱语	56755	yipaihuyanluanyu
一流	56754	yiliu
一浆十饼	56753	yijiangshibing
一清二楚	56752	yiqingerchu
一清宿弊	56751	yiqingsubi
一渊不两蛟	56750	yiyuanbuliangjiao
一溜儿	56749	yiliuer
一溜歪斜	56748	yiliuwaixie
一溜烟	56747	yiliuyan
一溜烟跑掉	56746	yiliuyanpaodiao
一溜风	56745	yiliufeng
一点	56744	yidian
一点钟	56743	yidianzhong
一熏一莸	56742	yixunyiyou
一片	56741	yipian
一片丹心	56740	yipiandanxin
一片冰心	56739	yipianbingxin
一片宫商	56738	yipiangongshang
一片散沙	56737	yipiansansha
一片昏黑	56736	yipianhunhei
一片汪洋	56735	yipianwangyang
一片混乱	56734	yipianhunluan
一片焦土	56733	yipianjiaotu
一片空白	56732	yipiankongbai
一牛吼地	56731	yiniuhoudi
一牛鸣地	56730	yiniumingdi
一物不知	56729	yiwubuzhi
一物降一物	56728	yiwuxiangyiwu
一狐之掖	56727	yihuzhiye
一现昙华	56726	yixiantanhua
一生一世	56725	yishengyishi
一男半女	56724	yinanbannv
一番	56723	yifan
一病不起	56722	yibingbuqi
一百	56721	yibai
一百二十行	56720	yibaiershihang
一百亿	56719	yibaiyi
一百八十度	56718	yibaibashidu
一盘散沙	56717	yipansansha
一目了然	56716	yimuliaoran
一目五行	56715	yimuwuhang
一目十行	56714	yimushihang
一目数行	56713	yimushuhang
一直	56712	yizhi
一直走	56711	yizhizou
一相情原	56710	yixiangqingyuan
一相情愿	56709	yixiangqingyuan
一瞑不视	56708	yimingbushi
一知半见	56707	yizhibanjian
一知半解	56706	yizhibanjie
一知片解	56705	yizhipianjie
一石二鸟	56704	yishierniao
一码事	56703	yimashi
一砖一瓦	56702	yizhuanyiwa
一碧万顷	56701	yibiwanqing
一神教	56700	yishenjiao
一秉大公	56699	yibingdagong
一种	56698	yizhong
一空依傍	56697	yikongyibang
一窍不通	56696	yiqiaobutong
一窝风	56695	yiwofeng
一竿子插到底	56694	yiganzichadaodi
一笑了之	56693	yixiaoliaozhi
一笑了事	56692	yixiaoleshi
一笔不苟	56691	yibibugou
一笔勾断	56690	yibigouduan
一笔勾消	56689	yibigouxiao
一笔勾销	56688	yibigouxiao
一笔带过	56687	yibidaiguo
一笔抹摋	56686	yibimosa
一笔抹杀	56685	yibimosha
一笔抹煞	56684	yibimosha
一等奖	56683	yidengjiang
一筹莫展	56682	yichoumozhan
一箭上垛	56681	yijianshangduo
一箭之地	56680	yijianzhidi
一篇文章	56679	yipianwenzhang
一米线	56678	yimixian
一系列	56677	yixilie
一索得男	56676	yisuodenan
一纸空文	56675	yizhikongwen
一线之隔	56674	yixianzhige
一缘一会	56673	yiyuanyihui
一网尽扫	56672	yiwangjinsao
一网打尽	56671	yiwangdajin
一者	56670	yizhe
一而再	56669	yierzai
一肚子	56668	yiduzi
一股劲	56667	yigujin
一股劲儿	56666	yigujiner
一肢一节	56665	yizhiyijie
一肢半节	56664	yizhibanjie
一脉同气	56663	yimaitongqi
一脉相传	56662	yimaixiangchuan
一脉相承	56661	yimaixiangcheng
一脉相通	56660	yimaixiangtong
一脉香烟	56659	yimaixiangyan
一脚不移	56658	yijiaobuyi
一臂之力	56657	yibizhili
一致	56656	yizhi
一般	56655	yiban
一般化	56654	yibanhua
一般见识	56653	yibanjianshi
一艘船	56652	yisouchuan
一苇可航	56651	yiweikehang
一落千丈	56650	yiluoqianzhang
一虎不河	56649	yihubuhe
一蛇两头	56648	yisheliangtou
一蟹不如一蟹	56647	yixieburuyixie
一行	56646	yixing
一行人	56645	yixingren
一行作吏	56644	yixingzuoli
一褱而论	56643	yihuaierlun
一见了然	56642	yijianliaoran
一见倾心	56641	yijianqingxin
一见如故	56640	yijianrugu
一见如旧	56639	yijianrujiu
一见钟情	56638	yijianzhongqing
一视同仁	56637	yishitongren
一览无遗	56636	yilanwuyi
一觉	56635	yijiao
一角	56634	yijiao
一触即发	56633	yichujifa
一触即溃	56632	yichujikui
一言一行	56631	yiyanyixing
一言不发	56630	yiyanbufa
一言两语	56629	yiyanliangyu
一言丧邦	56628	yiyansangbang
一言中的	56627	yiyanzhongdi
一言为定	56626	yiyanweiding
一言九鼎	56625	yiyanjiuding
一言兴邦	56624	yiyanxingbang
一言半句	56623	yiyanbanju
一言半语	56622	yiyanbanyu
一言难尽	56621	yiyannanjin
一语中人	56620	yiyuzhongren
一语中的	56619	yiyuzhongdi
一语双关	56618	yiyushuangguan
一语破的	56617	yiyupodi
一语道破	56616	yiyudaopo
一诺千金	56615	yinuoqianjin
一谷不升	56614	yigubusheng
一谷不登	56613	yigubudeng
一败涂地	56612	yibaitudi
一贫如洗	56611	yipinruxi
一贯	56610	yiguan
一贯性	56609	yiguanxing
一走了之	56608	yizouliaozhi
一起	56607	yiqi
一跌不振	56606	yidiebuzhen
一路平安	56605	yilupingan
一路神祇	56604	yilushenqi
一路顺风	56603	yilushunfeng
一路风尘	56602	yilufengchen
一路风清	56601	yilufengqing
一蹴可几	56600	yicukeji
一蹴而就	56599	yicuerjiu
一蹴而得	56598	yicuerde
一蹶不兴	56597	yijuebuxing
一蹶不振	56596	yijuebuzhen
一身两头	56595	yishenliangtou
一身二任	56594	yishenerren
一身而二任	56593	yishenererren
一身都是胆	56592	yishendoushidan
一轨同风	56591	yiguitongfeng
一转眼	56590	yizhuanyan
一轰而散	56589	yihongersan
一辞同轨	56588	yicitonggui
一辞莫赞	56587	yicimozan
一边倒	56586	yibiandao
一迎一和	56585	yiyingyihe
一还一报	56584	yihuanyibao
一连气儿	56583	yilianqier
一退六二五	56582	yituiliuerwu
一通	56581	yitong
一邱之貉	56580	yiqiuzhihe
一醉解千愁	56579	yizuijieqianchou
一重一掩	56578	yichongyiyan
一针见血	56577	yizhenjianxie
一钱不值	56576	yiqianbuzhi
一钱不名	56575	yiqianbuming
一钱不落虚空地	56574	yiqianbuluoxukongdi
一锅粥	56573	yiguozhou
一长一短	56572	yichangyiduan
一长两短	56571	yichangliangduan
一长串	56570	yichangchuan
一长二短	56569	yichangerduan
一长半短	56568	yichangbanduan
一门同气	56567	yimentongqi
一门心思	56566	yimenxinsi
一问三不知	56565	yiwensanbuzhi
一阵风	56564	yizhenfeng
一隅	56563	yiyu
一隅之地	56562	yiyuzhidi
一隅之见	56561	yiyuzhijian
一隅之说	56560	yiyuzhishuo
一霎那	56559	yishana
一面	56558	yimian
一面之缘	56557	yimianzhiyuan
一面之识	56556	yimianzhishi
一面倒	56555	yimiandao
一鞭一条痕	56554	yibianyitiaohen
一鞭先著	56553	yibianxianzhuo
一风吹	56552	yifengchui
一飞冲天	56551	yifeichongtian
一饭三吐哺	56550	yifansantubu
一马当先	56549	yimadangxian
一驮粮	56548	yiduoliang
一骨碌	56547	yigulu
一鳞一爪	56546	yilinyizhao
一鳞半爪	56545	yilinbanzhao
一鳞片爪	56544	yilinpianzhao
一鳞片甲	56543	yilinpianjia
一鸣惊人	56542	yimingjingren
一齐	56541	yiqi
一齐众楚	56540	yiqizhongchu
一龙一蛇	56539	yilongyishe
丁一卯二	56538	dingyimaoer
丁一确二	56537	dingyiqueer
丁丁	56536	dingding
丁丁当当	56535	dingdingdangdang
丁丑	56534	dingchou
丁东	56533	dingdong
丁亥	56532	dinghai
丁公凿井	56531	dinggongzaojing
丁公藤	56530	dinggongteng
丁冬	56529	dingdong
丁卯	56528	dingmao
丁坝	56527	dingba
丁字	56526	dingzi
丁字尺	56525	dingzichi
丁字形	56524	dingzixing
丁字街	56523	dingzijie
丁宁	56522	dingning
丁当	56521	dingdang
丁忧	56520	dingyou
丁未	56519	dingwei
丁点儿	56518	dingdianer
丁艰	56517	dingjian
丁零	56516	dingling
丁零当啷	56515	dinglingdanglang
丁香	56514	dingxiang
丁香花	56513	dingxianghua
七上八下	56512	qishangbaxia
七上八落	56511	qishangbaluo
七了八当	56510	qilebadang
七十二行	56509	qishierhang
七叶一枝花	56508	qiyeyizhihua
七叶树	56507	qiyeshu
七大	56506	qida
七大八小	56505	qidabaxiao
七大洲	56504	qidazhou
七尺之躯	56503	qichizhiqu
七开八得	56502	qikaibade
七情六欲	56501	qiqingliuyu
七折八扣	56500	qizhebakou
七担八挪	56499	qidanbanuo
七拉八扯	56498	qilabache
七拱八翘	56497	qigongbaqiao
七擒七纵	56496	qiqinqizong
七棱八瓣	56495	qilengbaban
七横八竖	56494	qihengbashu
七次量衣一次裁	56493	qiciliangyiyicicai
七步八叉	56492	qibubacha
七病八倒	56491	qibingbadao
七相五公	56490	qixiangwugong
七窍冒火	56489	qiqiaomaohuo
七纵七擒	56488	qizongqiqin
七纵七禽	56487	qizongqiqin
七纵八横	56486	qizongbaheng
七老八倒	56485	qilaobadao
七行俱下	56484	qihangjuxia
七言八语	56483	qiyanbayu
七返还丹	56482	qifanhuandan
七长八短	56481	qichangbaduan
七零八落	56480	qilingbaluo
七颠八倒	56479	qidianbadao
万一	56478	wanyi
万万	56477	wanwan
万万千千	56476	wanwanqianqian
万丈	56475	wanzhang
万丈深渊	56474	wanzhangshenyuan
万丈高楼平地起	56473	wanzhanggaoloupingdiqi
万不失一	56472	wanbushiyi
万不得已	56471	wanbudeyi
万世	56470	wanshi
